PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
9482,horrible environment it very be it it by use well from a,Negative,horrible,environment,Instagram,2021
9483,concerning bias believe believe use beliefs not think think could by well,Negative,concerning,bias,Instagram,2016
9484,productive helpful use with most with very is is is to could,Positive,productive,helpful,Facebook,2016
9485,innovative learning might believe this not could on not from not it,Positive,innovative,learning,Instagram,2021
9486,amazing useful by is to with beliefs to not beliefs it it,Positive,amazing,useful,Twitter,2023
9487,innovative productive believe this by use a not believe believe beliefs is,Positive,innovative,productive,Twitter,2023
9488,innovative helpful that well it not with use on think be very,Positive,innovative,helpful,Instagram,2024
9489,innovative learning not the most not could on to is this most,Positive,innovative,learning,Facebook,2016
9490,unethical creativity think a to beliefs could use well might believe I,Negative,unethical,creativity,Facebook,2024
9491,great learning a be be most use think with to I use,Positive,great,learning,Facebook,2022
9492,terrifying inhuman not by that not could with be on might the,Negative,terrifying,inhuman,Instagram,2016
9493,unethical inhuman is think might that is beliefs well think not not,Negative,unethical,inhuman,Facebook,2016
9494,great helpful beliefs with from from most might it with by beliefs,Positive,great,helpful,Twitter,2017
9495,productive useful a with it very with very on very it very,Positive,productive,useful,Twitter,2023
9496,good helpful use beliefs might could not to on with it with,Positive,good,helpful,Twitter,2021
9497,beneficial helpful very most might it from not to on be is,Positive,beneficial,helpful,Twitter,2021
9498,great useful very from from from very with could from I think,Positive,great,useful,Facebook,2017
9499,scary inhuman not on I from I very beliefs well from might,Negative,scary,inhuman,Instagram,2021
9500,disastrous creativity well is to I to believe not that most be,Negative,disastrous,creativity,Facebook,2022
9501,productive helpful is could well most to could might be well a,Positive,productive,helpful,Twitter,2017
9502,amazing learning from think be well beliefs with from be by beliefs,Positive,amazing,learning,Instagram,2023
9503,beneficial automation might this think a it is most very the might,Positive,beneficial,automation,Twitter,2017
9504,concerning inhuman the not from believe might think well well that by,Negative,concerning,inhuman,Facebook,2020
9505,scary bias it believe think I this from it that from that,Negative,scary,bias,Instagram,2023
9506,concerning creativity beliefs think by with is believe to the beliefs on,Negative,concerning,creativity,Twitter,2022
9507,unethical inhuman could on could from very be not to might might,Negative,unethical,inhuman,Facebook,2016
9508,beneficial productive it beliefs that by by very very very a is,Positive,beneficial,productive,Facebook,2018
9509,great useful by by might a not use well well well could,Positive,great,useful,Twitter,2016
9510,hopeful helpful the beliefs might by might to by use I to,Positive,hopeful,helpful,Facebook,2023
9511,scary jobs be well be believe the is beliefs not that this,Negative,scary,jobs,Facebook,2021
9512,amazing useful most very be from use very well well use be,Positive,amazing,useful,Twitter,2019
9513,disastrous bias this might a think most the that think might by,Negative,disastrous,bias,Facebook,2024
9514,good helpful the a not with not believe is from on is,Positive,good,helpful,Facebook,2016
9515,hopeful helpful is use very not it to well that very I,Positive,hopeful,helpful,Instagram,2022
9516,beneficial useful it a believe the be might to think the very,Positive,beneficial,useful,Facebook,2023
9517,beneficial helpful that on might I well well on this to most,Positive,beneficial,helpful,Twitter,2019
9518,horrible bias the think a on well it not that a from,Negative,horrible,bias,Facebook,2020
9519,disastrous environment not could use that use the is from most use,Negative,disastrous,environment,Instagram,2020
9520,concerning inhuman could use most might use a think I use use,Negative,concerning,inhuman,Instagram,2022
9521,amazing useful a believe this the use it not most it from,Positive,amazing,useful,Instagram,2018
9522,unethical bias most this it that very beliefs not very on by,Negative,unethical,bias,Instagram,2021
9523,innovative helpful most be this by by it it beliefs not by,Positive,innovative,helpful,Instagram,2016
9524,terrifying jobs beliefs the most not by a by a that most,Negative,terrifying,jobs,Twitter,2018
9525,beneficial helpful this a believe use the use beliefs I most it,Positive,beneficial,helpful,Instagram,2022
9526,beneficial useful well think that very that that to be be from,Positive,beneficial,useful,Facebook,2021
9527,good learning from is from I from the not with believe with,Positive,good,learning,Facebook,2019
9528,amazing automation that it it the be most use believe believe use,Positive,amazing,automation,Facebook,2016
9529,concerning jobs beliefs believe a a could very is that this is,Negative,concerning,jobs,Twitter,2017
9530,amazing useful with by is that use think might to is on,Positive,amazing,useful,Facebook,2018
9531,disastrous creativity to it that the a by by that by by,Negative,disastrous,creativity,Instagram,2018
9532,terrifying inhuman well on from not beliefs beliefs a believe it is,Negative,terrifying,inhuman,Twitter,2016
9533,terrifying jobs from it a by with on from is this beliefs,Negative,terrifying,jobs,Facebook,2017
9534,productive learning to to very that most not believe this use could,Positive,productive,learning,Instagram,2023
9535,innovative learning a use it not I might very could think be,Positive,innovative,learning,Instagram,2021
9536,innovative useful very be beliefs I could not not I not with,Positive,innovative,useful,Twitter,2020
9537,hopeful useful by to might that use the could from think might,Positive,hopeful,useful,Facebook,2023
9538,bad creativity most by well most think believe by most be by,Negative,bad,creativity,Twitter,2018
9539,hopeful productive on I think most the on to beliefs it it,Positive,hopeful,productive,Twitter,2019
9540,unethical environment very to the I this most most I a think,Negative,unethical,environment,Instagram,2023
9541,concerning creativity to could a could the believe most a beliefs the,Negative,concerning,creativity,Twitter,2019
9542,innovative automation beliefs it is that the on use think beliefs it,Positive,innovative,automation,Instagram,2023
9543,hopeful useful think by well believe with beliefs it this with I,Positive,hopeful,useful,Twitter,2024
9544,beneficial productive a very well it by from use I it a,Positive,beneficial,productive,Facebook,2023
9545,hopeful productive by it by a I from this very with use,Positive,hopeful,productive,Twitter,2019
9546,productive helpful it that not it very is think on a beliefs,Positive,productive,helpful,Facebook,2018
9547,hopeful helpful believe by this use the think believe with use is,Positive,hopeful,helpful,Twitter,2018
9548,amazing productive from I this could use on a a to could,Positive,amazing,productive,Twitter,2023
9549,hopeful automation on not be well to most from it a a,Positive,hopeful,automation,Twitter,2022
9550,hopeful automation beliefs I that believe could by I that the a,Positive,hopeful,automation,Instagram,2021
9551,innovative automation I a I could I not this beliefs most be,Positive,innovative,automation,Twitter,2023
9552,beneficial helpful well very well be the from most from from think,Positive,beneficial,helpful,Twitter,2024
9553,beneficial productive could believe a be not use with to be might,Positive,beneficial,productive,Facebook,2024
9554,innovative productive with very beliefs this could by this to that beliefs,Positive,innovative,productive,Twitter,2018
9555,bad bias is by use the well the be be could from,Negative,bad,bias,Twitter,2024
9556,horrible bias think think is beliefs the it by it that this,Negative,horrible,bias,Instagram,2022
9557,disastrous creativity beliefs most the use it could to be on with,Negative,disastrous,creativity,Twitter,2023
9558,terrifying inhuman believe this not on very could most very most on,Negative,terrifying,inhuman,Facebook,2019
9559,beneficial automation is the not by this is the by be the,Positive,beneficial,automation,Facebook,2020
9560,innovative useful not with be a it on that be I be,Positive,innovative,useful,Twitter,2024
9561,terrifying creativity use could beliefs think not this not might think very,Negative,terrifying,creativity,Facebook,2019
9562,horrible environment on could from with to to think well very I,Negative,horrible,environment,Twitter,2024
9563,scary bias a with the not I very from beliefs this not,Negative,scary,bias,Instagram,2018
9564,disastrous creativity use to on this a be think believe with this,Negative,disastrous,creativity,Instagram,2022
9565,concerning environment not is I I is to the on it is,Negative,concerning,environment,Twitter,2021
9566,disastrous creativity from could most with it from beliefs beliefs a from,Negative,disastrous,creativity,Twitter,2020
9567,great automation beliefs from not might think that I be be not,Positive,great,automation,Facebook,2024
9568,bad jobs beliefs to not use the the most from with think,Negative,bad,jobs,Facebook,2016
9569,hopeful useful think believe the believe to that believe not by from,Positive,hopeful,useful,Facebook,2022
9570,hopeful automation from from with very the most with believe is might,Positive,hopeful,automation,Twitter,2023
9571,concerning jobs might very this with a be might believe by from,Negative,concerning,jobs,Facebook,2023
9572,innovative learning believe I most it might a from well think a,Positive,innovative,learning,Twitter,2024
9573,bad jobs to this could think might this not well well think,Negative,bad,jobs,Facebook,2016
9574,horrible bias very this to I I on with with it well,Negative,horrible,bias,Instagram,2016
9575,innovative productive well to well from not by not might with believe,Positive,innovative,productive,Twitter,2019
9576,innovative learning beliefs this from I with be by from on believe,Positive,innovative,learning,Facebook,2020
9577,unethical jobs the most I it think well beliefs I this very,Negative,unethical,jobs,Facebook,2022
9578,unethical environment is most this might most might by that that from,Negative,unethical,environment,Instagram,2016
9579,terrifying jobs that think from to could it most with it to,Negative,terrifying,jobs,Instagram,2024
9580,innovative useful by think from it this think be from with think,Positive,innovative,useful,Twitter,2016
9581,innovative automation could a with is this very not most well by,Positive,innovative,automation,Instagram,2018
9582,disastrous jobs might that beliefs well could very be be the with,Negative,disastrous,jobs,Facebook,2020
9583,unethical inhuman that not it a a might might this might well,Negative,unethical,inhuman,Instagram,2016
9584,productive automation beliefs beliefs I be could to a on most this,Positive,productive,automation,Twitter,2022
9585,beneficial helpful from this the this on on think think believe believe,Positive,beneficial,helpful,Instagram,2022
9586,great helpful not be not from think very it not that with,Positive,great,helpful,Twitter,2016
9587,amazing productive a not be most on with beliefs most could might,Positive,amazing,productive,Twitter,2016
9588,hopeful helpful could is by most this believe with that is beliefs,Positive,hopeful,helpful,Facebook,2024
9589,productive automation might use not use the to might could this beliefs,Positive,productive,automation,Twitter,2016
9590,beneficial automation beliefs very could from well with use to to that,Positive,beneficial,automation,Twitter,2016
9591,horrible inhuman the a on from that use not not not be,Negative,horrible,inhuman,Twitter,2023
9592,great learning be the use most beliefs beliefs the that might on,Positive,great,learning,Twitter,2024
9593,innovative helpful I to a that most beliefs this the I on,Positive,innovative,helpful,Twitter,2023
9594,horrible inhuman not use to could most well beliefs the most this,Negative,horrible,inhuman,Instagram,2021
9595,innovative automation by very on beliefs could well from believe use with,Positive,innovative,automation,Facebook,2018
9596,amazing automation it use very is very well this believe it it,Positive,amazing,automation,Facebook,2016
9597,horrible inhuman most beliefs might most most the might is from believe,Negative,horrible,inhuman,Instagram,2022
9598,good useful from beliefs this think with use it a most not,Positive,good,useful,Twitter,2024
9599,innovative learning believe very is that that that the the well with,Positive,innovative,learning,Twitter,2024
9600,terrifying creativity it is a could this might think believe very could,Negative,terrifying,creativity,Twitter,2024
9601,good helpful this most on is by believe that well it well,Positive,good,helpful,Twitter,2023
9602,disastrous creativity from use that might think it very believe believe to,Negative,disastrous,creativity,Instagram,2024
9603,productive productive believe a use by I be is from beliefs I,Positive,productive,productive,Twitter,2024
9604,bad inhuman by it think with use with be be the by,Negative,bad,inhuman,Instagram,2020
9605,terrifying creativity think be to well be from to it from with,Negative,terrifying,creativity,Instagram,2024
9606,unethical jobs beliefs by be it use well believe I believe by,Negative,unethical,jobs,Facebook,2023
9607,unethical environment not on the on well well not use from on,Negative,unethical,environment,Twitter,2024
9608,great learning that it use think might think it I that use,Positive,great,learning,Instagram,2020
9609,scary environment on with most with be with it believe I it,Negative,scary,environment,Facebook,2019
9610,bad environment on with most could could I on that a most,Negative,bad,environment,Instagram,2020
9611,great helpful not not on on the beliefs could use I from,Positive,great,helpful,Instagram,2024
9612,disastrous bias well a by it most from a to is could,Negative,disastrous,bias,Facebook,2019
9613,innovative useful this believe to use from most by on this to,Positive,innovative,useful,Facebook,2016
9614,good helpful use could might is by believe I it might to,Positive,good,helpful,Instagram,2024
9615,innovative learning this think well is it think I I to beliefs,Positive,innovative,learning,Twitter,2020
9616,productive helpful well by from from to most a could that believe,Positive,productive,helpful,Twitter,2020
9617,good useful believe believe a believe by to think from I on,Positive,good,useful,Facebook,2017
9618,good automation by could beliefs be use it not well the believe,Positive,good,automation,Twitter,2024
9619,concerning bias from might most is believe think very with use on,Negative,concerning,bias,Twitter,2016
9620,productive useful to from use is not to by could a with,Positive,productive,useful,Twitter,2022
9621,unethical jobs from from I very most most that most a most,Negative,unethical,jobs,Facebook,2021
9622,disastrous environment it by be very from beliefs a could by a,Negative,disastrous,environment,Twitter,2020
9623,hopeful learning not a believe think could could it the not a,Positive,hopeful,learning,Twitter,2018
9624,terrifying jobs it that the think beliefs believe might this it not,Negative,terrifying,jobs,Facebook,2024
9625,beneficial productive with use not believe the on is use might that,Positive,beneficial,productive,Instagram,2017
9626,productive learning is it it might it that the is from could,Positive,productive,learning,Twitter,2019
9627,scary creativity be by could beliefs the most with on beliefs think,Negative,scary,creativity,Facebook,2024
9628,amazing automation this I very most by on from be most use,Positive,amazing,automation,Instagram,2023
9629,scary bias be to beliefs not a with to from is could,Negative,scary,bias,Facebook,2018
9630,great useful with by believe with by use I might on beliefs,Positive,great,useful,Facebook,2022
9631,beneficial productive believe very a well most that is most most by,Positive,beneficial,productive,Twitter,2023
9632,amazing helpful to beliefs that the a this very not by be,Positive,amazing,helpful,Twitter,2016
9633,great learning a be very a the most believe be most believe,Positive,great,learning,Twitter,2024
9634,innovative productive this to a might it beliefs a be not be,Positive,innovative,productive,Twitter,2018
9635,bad bias believe could on might most not be could from most,Negative,bad,bias,Instagram,2019
9636,terrifying bias think it could is very beliefs by by is most,Negative,terrifying,bias,Instagram,2017
9637,bad jobs use it with from it it the well beliefs think,Negative,bad,jobs,Instagram,2020
9638,concerning creativity it it might with most most it think is very,Negative,concerning,creativity,Twitter,2022
9639,horrible bias on beliefs very not I well could beliefs this I,Negative,horrible,bias,Instagram,2016
9640,unethical creativity is it with very this on well be well from,Negative,unethical,creativity,Instagram,2019
9641,innovative helpful to the a from with is from by is use,Positive,innovative,helpful,Facebook,2023
9642,hopeful useful I it that most very the be might the well,Positive,hopeful,useful,Twitter,2019
9643,hopeful automation think is might from beliefs a it with this might,Positive,hopeful,automation,Instagram,2019
9644,disastrous bias this the to be with believe is could very on,Negative,disastrous,bias,Instagram,2021
9645,great productive by use a most to well on beliefs use the,Positive,great,productive,Twitter,2019
9646,bad creativity beliefs think might believe is most very this might I,Negative,bad,creativity,Instagram,2023
9647,good learning well it a that that is with not it with,Positive,good,learning,Twitter,2023
9648,bad creativity with a on with use well most very beliefs well,Negative,bad,creativity,Twitter,2016
9649,horrible environment from not beliefs on on with very most beliefs that,Negative,horrible,environment,Twitter,2018
9650,good learning could believe it by this I beliefs be with from,Positive,good,learning,Facebook,2020
9651,amazing productive I I that this beliefs this the is on well,Positive,amazing,productive,Instagram,2018
9652,disastrous inhuman not not well believe that think on from to a,Negative,disastrous,inhuman,Instagram,2016
9653,horrible creativity might could most be use think not is it think,Negative,horrible,creativity,Instagram,2017
9654,amazing productive believe by by from is might on on a it,Positive,amazing,productive,Facebook,2016
9655,unethical environment beliefs is the from to use I to to think,Negative,unethical,environment,Instagram,2022
9656,hopeful learning not from on with could well a beliefs that not,Positive,hopeful,learning,Twitter,2020
9657,amazing learning not from be I a most to from not from,Positive,amazing,learning,Twitter,2021
9658,concerning jobs on think might on by believe on well very by,Negative,concerning,jobs,Facebook,2023
9659,beneficial automation could to use with it beliefs most by is think,Positive,beneficial,automation,Facebook,2019
9660,good automation not this that could very could be to this to,Positive,good,automation,Facebook,2016
9661,great useful very a think it I from the beliefs on might,Positive,great,useful,Facebook,2021
9662,horrible bias the on with think that this that is with it,Negative,horrible,bias,Instagram,2016
9663,innovative helpful the be on most from from from very on a,Positive,innovative,helpful,Facebook,2022
9664,horrible jobs might I think on not well most beliefs not on,Negative,horrible,jobs,Facebook,2024
9665,disastrous inhuman that from most on the I from use the I,Negative,disastrous,inhuman,Instagram,2024
9666,disastrous jobs be it that by the that be this not be,Negative,disastrous,jobs,Facebook,2020
9667,bad jobs I on think from from to very is most that,Negative,bad,jobs,Facebook,2017
9668,concerning bias by this think is be think not with might it,Negative,concerning,bias,Instagram,2018
9669,concerning inhuman not is could might I very is the believe with,Negative,concerning,inhuman,Instagram,2016
9670,productive useful might by to that the beliefs on might by use,Positive,productive,useful,Twitter,2023
9671,hopeful learning use believe be beliefs that not most a that not,Positive,hopeful,learning,Facebook,2018
9672,concerning environment I believe believe well beliefs be believe could I from,Negative,concerning,environment,Instagram,2023
9673,terrifying creativity I to most most from it might very use this,Negative,terrifying,creativity,Instagram,2022
9674,productive helpful to this not most from could not from this that,Positive,productive,helpful,Instagram,2018
9675,beneficial productive to from is is might most with think is on,Positive,beneficial,productive,Facebook,2023
9676,horrible jobs this very not be with be the beliefs most this,Negative,horrible,jobs,Instagram,2020
9677,great helpful use might not beliefs is most think a be could,Positive,great,helpful,Instagram,2022
9678,terrifying jobs it with not to use I the very a with,Negative,terrifying,jobs,Facebook,2020
9679,beneficial productive with believe well use from believe I might with most,Positive,beneficial,productive,Facebook,2018
9680,good learning might on most think think to believe this a not,Positive,good,learning,Facebook,2017
9681,innovative helpful to is most think is the from not use well,Positive,innovative,helpful,Instagram,2023
9682,concerning bias think might use think not beliefs is I on well,Negative,concerning,bias,Instagram,2018
9683,great automation this this a could is I that not to use,Positive,great,automation,Instagram,2022
9684,unethical creativity use with that on believe not most think is not,Negative,unethical,creativity,Facebook,2024
9685,beneficial useful beliefs might beliefs by that could beliefs it could to,Positive,beneficial,useful,Twitter,2017
9686,amazing helpful to well might the by that a most most on,Positive,amazing,helpful,Instagram,2019
9687,productive learning that well not very might is on could this be,Positive,productive,learning,Twitter,2023
9688,great learning a from by to could from this that might not,Positive,great,learning,Twitter,2019
9689,unethical inhuman that by I that think most by is I very,Negative,unethical,inhuman,Facebook,2024
9690,innovative productive might well by could very not the beliefs think think,Positive,innovative,productive,Facebook,2021
9691,innovative helpful from this is beliefs very well think most well by,Positive,innovative,helpful,Facebook,2022
9692,terrifying jobs that very I use I it be believe from beliefs,Negative,terrifying,jobs,Twitter,2019
9693,bad bias could is could not I well to believe well it,Negative,bad,bias,Facebook,2022
9694,disastrous jobs the on very very on by be to with this,Negative,disastrous,jobs,Instagram,2016
9695,disastrous jobs from the beliefs by a on not most it the,Negative,disastrous,jobs,Twitter,2019
9696,concerning creativity the by this I use the could the be might,Negative,concerning,creativity,Instagram,2021
9697,productive helpful could beliefs is a a a the well well to,Positive,productive,helpful,Twitter,2017
9698,horrible inhuman I from by that is with most from use beliefs,Negative,horrible,inhuman,Twitter,2017
9699,innovative helpful might a this on believe a the might by this,Positive,innovative,helpful,Twitter,2018
9700,good helpful very it not believe be well very believe that very,Positive,good,helpful,Twitter,2023
9701,terrifying bias a think not could from this very be to by,Negative,terrifying,bias,Twitter,2022
9702,bad inhuman be this it that it with is with most most,Negative,bad,inhuman,Instagram,2017
9703,disastrous jobs believe beliefs think from think not use a a by,Negative,disastrous,jobs,Instagram,2022
9704,innovative learning believe beliefs by most a this from could use might,Positive,innovative,learning,Twitter,2017
9705,scary jobs think could with think beliefs to I to not on,Negative,scary,jobs,Facebook,2024
9706,hopeful learning is most not use not think it beliefs not is,Positive,hopeful,learning,Instagram,2024
9707,great automation most beliefs beliefs I believe use beliefs might with the,Positive,great,automation,Facebook,2021
9708,bad jobs that from could be that is very to be on,Negative,bad,jobs,Facebook,2017
9709,concerning bias from beliefs very be from well be is it think,Negative,concerning,bias,Instagram,2023
9710,good productive most most by well use most well most to by,Positive,good,productive,Twitter,2020
9711,amazing helpful not this most this well most think to it this,Positive,amazing,helpful,Instagram,2020
9712,disastrous environment by well by think a on to beliefs very might,Negative,disastrous,environment,Instagram,2018
9713,hopeful useful most very use this might I beliefs a it not,Positive,hopeful,useful,Instagram,2017
9714,disastrous creativity use not most the from on I that not the,Negative,disastrous,creativity,Twitter,2021
9715,amazing helpful with is by I from this think a beliefs it,Positive,amazing,helpful,Twitter,2016
9716,concerning jobs on on from use not well be might beliefs is,Negative,concerning,jobs,Instagram,2023
9717,bad inhuman not believe the beliefs I very not by it a,Negative,bad,inhuman,Instagram,2023
9718,terrifying jobs very beliefs that I the it the a not might,Negative,terrifying,jobs,Facebook,2019
9719,terrifying jobs most think be could believe a on most be well,Negative,terrifying,jobs,Facebook,2021
9720,great helpful the be on not be well this very this to,Positive,great,helpful,Twitter,2022
9721,good learning believe on I the think on I well from I,Positive,good,learning,Instagram,2016
9722,terrifying jobs is that the could that most I could to use,Negative,terrifying,jobs,Instagram,2024
9723,amazing productive not use beliefs by well a on think most be,Positive,amazing,productive,Instagram,2019
9724,scary inhuman not is is with be from think with beliefs a,Negative,scary,inhuman,Instagram,2020
9725,scary creativity to with with could to on I to a that,Negative,scary,creativity,Facebook,2016
9726,scary jobs might very could from on be it use this the,Negative,scary,jobs,Facebook,2017
9727,concerning bias the with I well think by I on by is,Negative,concerning,bias,Instagram,2023
9728,great automation it well from might use the to by is think,Positive,great,automation,Twitter,2022
9729,great automation by not very think very by beliefs I from most,Positive,great,automation,Twitter,2017
9730,terrifying bias a to I think it that not it with to,Negative,terrifying,bias,Instagram,2019
9731,disastrous creativity on most well believe might a the on well be,Negative,disastrous,creativity,Facebook,2023
9732,productive useful could could this on by believe beliefs most with well,Positive,productive,useful,Twitter,2022
9733,hopeful learning with by this this on I could not on very,Positive,hopeful,learning,Instagram,2023
9734,concerning inhuman use a by from beliefs this it from use from,Negative,concerning,inhuman,Instagram,2016
9735,scary creativity think not believe is I by not most believe beliefs,Negative,scary,creativity,Twitter,2021
9736,unethical environment think this beliefs is from might most not I this,Negative,unethical,environment,Instagram,2018
9737,innovative productive by believe most the be use the be is most,Positive,innovative,productive,Instagram,2018
9738,good automation think most most think by a to well a it,Positive,good,automation,Facebook,2016
9739,hopeful productive I might be on not most this be beliefs by,Positive,hopeful,productive,Facebook,2021
9740,productive helpful this from use is beliefs this most the is well,Positive,productive,helpful,Twitter,2020
9741,productive productive from on that believe on well I is a believe,Positive,productive,productive,Facebook,2020
9742,unethical jobs the think might think beliefs I could could might beliefs,Negative,unethical,jobs,Instagram,2022
9743,great useful a a this use with from could think that this,Positive,great,useful,Twitter,2016
9744,hopeful useful it could to might well is on a use beliefs,Positive,hopeful,useful,Facebook,2016
9745,unethical inhuman on most a believe this use believe a to that,Negative,unethical,inhuman,Twitter,2020
9746,terrifying creativity could with from beliefs use the could be beliefs a,Negative,terrifying,creativity,Facebook,2023
9747,innovative helpful I to be the I not to most by could,Positive,innovative,helpful,Facebook,2017
9748,great learning from very with by believe the beliefs well believe by,Positive,great,learning,Facebook,2021
9749,productive useful well I use beliefs by think beliefs is be the,Positive,productive,useful,Facebook,2018
9750,beneficial useful well very might use think believe this it might might,Positive,beneficial,useful,Twitter,2019
9751,productive automation from beliefs think is by on from very beliefs on,Positive,productive,automation,Twitter,2016
9752,disastrous bias be the that I might it most very very this,Negative,disastrous,bias,Facebook,2022
9753,amazing useful this use well this think with on not that is,Positive,amazing,useful,Twitter,2017
9754,beneficial learning be could the most not could be use this think,Positive,beneficial,learning,Twitter,2020
9755,concerning bias a to is might a this is on might think,Negative,concerning,bias,Twitter,2024
9756,innovative helpful a be well I by from from that not on,Positive,innovative,helpful,Instagram,2019
9757,beneficial learning well be most use by with the be not use,Positive,beneficial,learning,Facebook,2020
9758,productive learning with is be with beliefs think with think well I,Positive,productive,learning,Instagram,2020
9759,scary creativity be a think not this could this very beliefs the,Negative,scary,creativity,Facebook,2017
9760,beneficial useful to with on might to might well the I the,Positive,beneficial,useful,Twitter,2018
9761,hopeful useful believe use beliefs to well be on is might very,Positive,hopeful,useful,Facebook,2021
9762,terrifying inhuman it very I by is well be I from that,Negative,terrifying,inhuman,Instagram,2024
9763,concerning jobs I most a use to by beliefs be this a,Negative,concerning,jobs,Facebook,2024
9764,innovative learning that could believe a I believe could this could think,Positive,innovative,learning,Twitter,2019
9765,concerning environment might beliefs think with be use on the is from,Negative,concerning,environment,Instagram,2016
9766,bad environment to use with it the believe it most it by,Negative,bad,environment,Facebook,2023
9767,beneficial automation to think might not use well it most beliefs might,Positive,beneficial,automation,Instagram,2024
9768,hopeful useful that is could that a a that on a is,Positive,hopeful,useful,Facebook,2024
9769,productive helpful this it believe well a most well a to to,Positive,productive,helpful,Instagram,2024
9770,good learning this to not could it be well might think think,Positive,good,learning,Twitter,2021
9771,beneficial productive is think on a believe might with a is most,Positive,beneficial,productive,Twitter,2022
9772,horrible bias use use not to very very very a beliefs to,Negative,horrible,bias,Facebook,2020
9773,innovative useful might to believe on this from most be from is,Positive,innovative,useful,Twitter,2021
9774,beneficial automation I well might think with I I well believe be,Positive,beneficial,automation,Facebook,2018
9775,hopeful useful that be use use a think on from on use,Positive,hopeful,useful,Instagram,2017
9776,concerning jobs might to to use be very beliefs this with most,Negative,concerning,jobs,Facebook,2020
9777,scary environment most a on most beliefs not believe be be I,Negative,scary,environment,Facebook,2016
9778,productive automation to be with believe with believe most not beliefs with,Positive,productive,automation,Twitter,2022
9779,horrible jobs by from a might a by with beliefs I from,Negative,horrible,jobs,Instagram,2019
9780,amazing useful from with to beliefs a well a that to use,Positive,amazing,useful,Instagram,2024
9781,terrifying environment could not most that it use to very on from,Negative,terrifying,environment,Instagram,2020
9782,amazing learning beliefs that I beliefs beliefs might on from very this,Positive,amazing,learning,Facebook,2023
9783,unethical environment it on beliefs be might use use think be well,Negative,unethical,environment,Facebook,2019
9784,bad environment I not I this believe is most with might from,Negative,bad,environment,Twitter,2024
9785,good useful is to could to it very be believe most not,Positive,good,useful,Twitter,2019
9786,amazing learning most this from think on very beliefs well this with,Positive,amazing,learning,Facebook,2018
9787,bad bias think the with beliefs very well this is I most,Negative,bad,bias,Instagram,2016
9788,terrifying bias beliefs to be beliefs might believe by from very from,Negative,terrifying,bias,Facebook,2024
9789,unethical inhuman on by think it a very not be from believe,Negative,unethical,inhuman,Instagram,2020
9790,hopeful learning the I think a this is might is by with,Positive,hopeful,learning,Twitter,2017
9791,amazing useful this the this with from it might think that is,Positive,amazing,useful,Twitter,2016
9792,bad jobs from on believe from to use use very well with,Negative,bad,jobs,Instagram,2022
9793,beneficial automation I beliefs with well I the very very from I,Positive,beneficial,automation,Instagram,2023
9794,amazing helpful it think the not be most be with this most,Positive,amazing,helpful,Instagram,2021
9795,disastrous inhuman to believe be well this by believe to to use,Negative,disastrous,inhuman,Instagram,2024
9796,good automation might most believe to believe that could could this most,Positive,good,automation,Twitter,2021
9797,amazing helpful think it I could not that well with with to,Positive,amazing,helpful,Facebook,2020
9798,concerning inhuman well on well be be could beliefs that not might,Negative,concerning,inhuman,Instagram,2020
9799,hopeful helpful not it is is I beliefs by this could beliefs,Positive,hopeful,helpful,Facebook,2022
9800,good productive the could not by I that I could from that,Positive,good,productive,Twitter,2019
9801,bad jobs be very not a by use a to on the,Negative,bad,jobs,Instagram,2024
9802,productive helpful a from most not to be from this most is,Positive,productive,helpful,Twitter,2020
9803,terrifying bias from this use it I the be might a to,Negative,terrifying,bias,Instagram,2021
9804,great productive beliefs to this the the could most to from from,Positive,great,productive,Facebook,2016
9805,disastrous bias it it think very be this might with with very,Negative,disastrous,bias,Facebook,2017
9806,disastrous jobs believe this beliefs be very from well by it think,Negative,disastrous,jobs,Facebook,2019
9807,bad environment I on by think might beliefs the believe by is,Negative,bad,environment,Facebook,2022
9808,concerning jobs be think a I on very be believe might use,Negative,concerning,jobs,Instagram,2021
9809,terrifying bias is on I believe very might to beliefs very not,Negative,terrifying,bias,Twitter,2022
9810,beneficial productive on be that beliefs this I the I could that,Positive,beneficial,productive,Twitter,2018
9811,innovative useful with not use on be I use a beliefs might,Positive,innovative,useful,Instagram,2023
9812,innovative productive use a is a might well beliefs think it that,Positive,innovative,productive,Twitter,2023
9813,bad bias on is might on not I be could well a,Negative,bad,bias,Instagram,2017
9814,hopeful learning by well by well most that beliefs believe on from,Positive,hopeful,learning,Facebook,2018
9815,good useful most be a believe most not believe it with not,Positive,good,useful,Twitter,2019
9816,concerning jobs most beliefs beliefs this that from I the I I,Negative,concerning,jobs,Instagram,2017
9817,innovative productive well that could not a to believe from most that,Positive,innovative,productive,Twitter,2021
9818,amazing useful a I a I to not this the from that,Positive,amazing,useful,Facebook,2019
9819,amazing productive is might a use I to that is is on,Positive,amazing,productive,Instagram,2024
9820,good useful that well with I very not that very most that,Positive,good,useful,Instagram,2021
9821,hopeful helpful beliefs beliefs on a most is very I use with,Positive,hopeful,helpful,Facebook,2023
9822,disastrous bias with that is by most to this might by is,Negative,disastrous,bias,Facebook,2019
9823,innovative helpful on with be most to to it most is very,Positive,innovative,helpful,Facebook,2024
9824,innovative automation beliefs think to to the that is on to it,Positive,innovative,automation,Facebook,2016
